rank_diff;overall_diff;hard_diff;gs_diff;m1000_diff;deciding_diff;tiebreak_diff;after_win_diff;after_loss_diff;serve1_diff;serve2_diff;bp_saved_diff;bp_conv_diff;aces_diff;label
-33.0;-0.31800000000000006;-0.2849999999999999;-0.38100000000000006;-0.25;-129;-0.0;-0.09799999999999998;-632;-1.8700000000000045;-1.2199999999999989;-7.049999999999997;-7.18;43.0;0
-0.0;-0.20800000000000002;0.0;0.0;-0.044999999999999984;0.0;0.0;0.0;-137;0.0;0.0;0.0;0.0;33.0;1
0.0;0.20800000000000002;-0.0;-0.0;0.044999999999999984;-0.0;-0.0;-0.0;137;-0.0;-0.0;-0.0;-0.0;-33.0;0
-64.5;-0.028000000000000025;0.04700000000000004;-0.05600000000000005;0.09999999999999998;0.027000000000000024;-67;-0.03600000000000003;-63;5.909999999999997;-3.5500000000000043;5.450000000000003;-17.740000000000002;159.0;1
64.5;0.028000000000000025;-0.04700000000000004;0.05600000000000005;-0.09999999999999998;-0.027000000000000024;67;0.03600000000000003;63;-5.909999999999997;3.5500000000000043;-5.450000000000003;17.740000000000002;-159.0;0
-18.0;-0.07800000000000007;-0.028999999999999915;-0.49999999999999994;-0.14699999999999996;-0.13299999999999995;-0.051999999999999935;0.04500000000000004;-0.16099999999999998;5.579999999999998;0.010000000000005116;-5.090000000000003;5.529999999999998;28.0;1
18.0;0.07800000000000007;0.028999999999999915;0.49999999999999994;0.14699999999999996;0.13299999999999995;0.051999999999999935;-0.04500000000000004;0.16099999999999998;-5.579999999999998;-0.010000000000005116;5.090000000000003;-5.529999999999998;-28.0;0
11.0;0.09499999999999997;0.01100000000000001;-0.22899999999999998;0.21200000000000002;-0.13299999999999995;0.02950000000000008;0.18600000000000005;0.007000000000000006;4.949999999999989;3.6400000000000006;11.280000000000001;3.5799999999999983;45.0;1
-11.0;-0.09499999999999997;-0.01100000000000001;0.22899999999999998;-0.21200000000000002;0.13299999999999995;-0.02950000000000008;-0.18600000000000005;-0.007000000000000006;-4.949999999999989;-3.6400000000000006;-11.280000000000001;-3.5799999999999983;-45.0;0
-4.0;-0.01100000000000001;0.019000000000000017;-0.15000000000000002;-0.11399999999999999;-0.03300000000000003;-0.08699999999999997;0.02100000000000002;-0.11499999999999999;-2.3799999999999955;1.1299999999999955;3.739999999999995;12.149999999999999;-121.0;1
4.0;0.01100000000000001;-0.019000000000000017;0.15000000000000002;0.11399999999999999;0.03300000000000003;0.08699999999999997;-0.02100000000000002;0.11499999999999999;2.3799999999999955;-1.1299999999999955;-3.739999999999995;-12.149999999999999;121.0;0
